"","V1"
"84","DBABCDBDDBDBDDBCADCBCBACBBDCDCAABBBDCACBCBDCADDCDCDDAADACABCDAABCCABACBBCBABDBBACCDADBCBACAAACBABBCCCAABCCDABCCACABAABCCCABDDCADCBDDBCAACDACBCADDCDDAADAADCCCCAAACADDDADBDBABCCDCDDBBBCACDADCDCADBACABDD"
"85","BDCBDADDBBCAABCAACCBCDCCDBBAABDCDBABADDCBADBAAAABBADACAAAAAACDDAADDCDADDCADDACCBACDCADCAADADCAABABADDBBABCBBABACDDBBCACBDADADDCBBDBDBCCADADADCCABBCBBDCBACABCAABCDBABDBCCADCBDADAAAADADACACADBCACDDACBDA"
"86","DCACCABABCAABBBBADCBCDBCCDCCBBDDADBCDDCCACDDDDABADBDDCDAABCDADAAADCACCDBBAAADADDDDABADDBCBAABDAABDDCAABDCACBACBCACDABCBDCDABDDBDDBBBABDDCDDBAADCAADABBBACAAABBBDCBAADDDCDBBCBDBCCBAAADDAACABBDCDCBACCCDA"
"87","DCDBDAACCCCBBDBDDCCCDCADBACCACBABAADCACDCBACDBCDCDDDBDCDCBBBCDCCDCDDBBBDDBAAABADDDABCCCBBABAAACBCBBDADDABAAAAABADDCAABCBBDDADCDBADBBDBCAACAADBDABCCDBBDCACBBBDCBBCAADDCCDAABDABCDACDAACACDDDDDABBCACDCBC"
"88","DBBAAADCDABBAABCABCBDCBCDCBCBDBCDDCDBDACCADDDADCDABDDBBDBDAACADDBCDAADBDBDBCBCADBDCAADDDAACAAADDBDCCDCADABACABBABACBDCCACABBDCAADDBACCBCDADDAACACDDADACCACDDCBDCDBAAABACCAADCDBBBABDCDCBBCBDADADDBBACADC"
"89","DAAAACBCDCACBDACDACCCDDCBADCABCDCCDBBAAAACDBBBBAAABDCDBAADBDCAADCCCABABBDBCAACDBCCDCABBACACBAADDBCAAADBCADACCDDCDADAADCBDBAACBCADBCBCADAADCBBAABCBBDCDDCCDDACCDABCABCACCCBBACBDACAADAAADDDBBBABCAACAACBC"
"90","BDDDCAABDABACCACCDACDBACBADBDBAADABADBCCBDBABDCDDACADACDDADCAADDCCCBACCADCADABDABDBDAAADDBADBBBBDBCADADCDBCDAAACBDCADBCBDDDDACDCACDAACCDDBCDBBCCACBBCDBABCACBACCDBACBAADDABDDCAAABCAABBBDACACACAADCACADD"
"91","ADDCAAACDDABBACCACDBBCAACBDCDBCBDAABDAAABBCDCDBBBCDDCCDACBABBAAACCCADDBCBBBBCADBCCBBCBDCBDCCAABACDACCACBCCABDDBDBACDDDBDCCCADCCACDABCACACAADCBBAAACDADACAACBAACCBDABDCDAADCCCDAAAABBCCCBCBBBBCDBCBDABDBD"
"92","CBBCDADABBCCDAAADCCACCADDDDCDCDBCDDBBDBDCADBBCCDCBABAAAABBDDBCCCBBAADCCBCACACBABDDABBADBDBCDBDCBCBBABBBAADBDBDCBAABBCDDACCABADCDCDDBBBABCBCCCAACDADCBAAACBBAADDCDBADADBCAAAADDCABCCABBBDCCCAADDADBADBBDC"
"93","ADCACBBCBADBAABDACBCDBBBBADDDABBABAAADBCBDAAAADBCDBDDAABAAACBACADDDBAACDDDAACDCABDBCDCACDADAACBACCDDCCBACDACADACDCBDBAAADCDDACCCAABDBCACBBDBADDBABCCDDCBCDBDBBBACABBABCCCDCCBCBCBADCDBCCDBBBDCDBBBAADACB"
"94","CBCBABDDACCCBDBBADBDDCCAAAADBCAABDACADCBCBDCCCACBBCDCDDDCBBBCABCCDCCBABBCBCDBDAABAAABBACCCABACCAAABDDBDCCBDDDDBDCACCDDABDCDCBBDDBDDBAACDDABCDCBADABDBACDBDBACDCBCBABDAADCCABBCACDBAADAAAABADBDCABBCBDBAB"
"95","DBCABCCCDCDCCBBCDCACAABCCBCDDADAABCDADDDDCABCBBDCAACBABDADDCBDBBACDDADABDCCABDABACBCCCCACBCCAAADDBADDCACCAAAACDABCCDDADDDDABDDBDBBACADABCDCBADACDAABADAADDCBDABBADACDBCDCCCBDBACDBBDCBCDCCCBCAADCABBCCCC"
"96","DABCAACBADDCCDDAADBBBCADAACDBABDABBBACDBBCADDDDBACABADCBAADDDBCDAADDCBDBCAACABCDCBDCADDBCBBABABBDABDDACBBABBCBDDACDBDBCBAADABBDCBBADBABCBDBDAAAADDDCBAADDCADDBCAAAADCDDDDBCACDCDCADADACADBDCBDBDABBBACBD"
"97","BCCABDACCDCBBCDCDABDBACBABACDBCCAAADCBBBCBADAABACAABDBDBCBCDBCDDBDBDADDBACDBCDDABDBBAABCBDCCAABABADBAACCBAAAABBDACCCDADABDBDADACCADCBDADCDACDCDABCABBADBDAADBDCCBDCCBBDBACAADACCCABADDBBDBBABCBBACDAABCC"
"98","BAADDCDDBDDAAACBBACABBDCDACBCDABCDADCDBACBBACAABAABCCBDADADBACCACADBDADDDDDDCCDDDAACCAABADCCBBCADCBCBDCCADACBCDDBDBDCBDBBDACACDDCCCABBACADACDBCBDDBADAABDABCDCCBBBBBBBDCAACBBBDBBACACACDACCADBACCDCABDAB"
"99","ACABADACABCBBDCACBADAADADBACACACDCBCBCCBDACAAACBCACDBCBCDDBBBACADCADDCCAABBDDBDABDAABDACCCCBBADCDBBBADCAABCACBAACAAADBBCCABDDDCBDBADAAAAADCDDDACBCCADBDCDDBCBDBABCABDDDCBBABCDCCBDDACDCBDACBCCBDDDDCACAB"
"100","ACCACAACDDAACACDDBACDDDADDDDBCCCDCDBBBADAACDDDCBCBABADDBCCDDAACCAACCCBCDDAACDBDDCCCBBCDAADCCBCDDDCACCCBDDCACBBDBACBBACADDADBDAAAACADBACDBCCDDABCBBCACCDBBBBBACBACABCCCDBCDBBCDBADDBBAABDAADADDCCAAAABACD"
"101","AAAADABABDCABBACABBBABDACDBCCBACDAAACBCDBADABDBCDAACDDACDBBCCAAABBDBDCDDCBBAACDBCBBBCABABBDACDAACADCBCCDAABDDDACDCADDBAADDAAADABBCDCACAAACCCBCBBCBACABABDBCDAABCAAACCBBABDDBBACBBBBCDBADDDBDCBCAAABACCDB"
"102","ACCBCDCCCBCBDADDDBDCDACCACACDDDBCAAACBCACBBDBDABDDDCADCDDACBCDCABBAAADCDCACBCDBBAACADCBBBCCDACADCDACBBBCCBCACADCBCDCBAADCABCBADABAAABCADCBDDDABCDDDAABDBCBADBDABACDBDCBABDACACDDBBDACABDCCDBDABCBCDADBCB"
"103","CCBDACBDDCBCBBDBBACDACCADDBBCDDAADDACDCCDABBADCBADDCDCBADCCACABABABBACBCAAADCACDACACACDCDDBBDAABBBADACDADABBCBCDCABBBDAACDDBBAACBACDDDDBDBCCDADBAABCADCBDBBDDBACDAACACBBABCCDBDDBDADCADABBBDCCBDDADADDCB"
"104","BBBDCBDDBCDABBDADCBABBDBCABAABBABBACCABABBDACADDDDACCDCBBAABBAABBACCBABAABDCBDACBBAACBACAADBDDBDBCACDACDCAADAADDCBDCAACCBABBBDBBADCDACDAACABADCAABDADBDACCBCDAAAADCBBDAACADCDCBDBCDABAADDCBBACBDCBBAABBD"
"105","AADCDCBCAADDDDBBDCBAABDCBDDDAAABBAAACACDDBBAACACCBDBBDDCBABBCDCBBDDADCBDACCACBCBBAACDBABCACCBBBCDDCCBDCBCBDBCCBBDCACDBACAABAAAAACACDCBBCAACCBCDABDBCAAADCCDCAADDADACDDABCBABBADCABCDBCABABCCBCBADCABBBAA"
"106","DBDBBAADAAAACBABDCACBDDBABACDABDDABACACAADCCBCDBCBDBCDBBCADCCADDDDCDDCADDDAADCCCBCDCBACDABBBCABCCCACDCADADADCABAABCACBDDACCCDBCDBDDDBACCADBADBBABBACDCABBBAADBCACDABACCCDABDBAADCDCCDADBADCDADDDCCDBCCAC"
"107","DADBDADABBCDBABDCCACDDACDDDADCBCDDCDACBBCDABDDAADABDAAABBCCCCCBCBCCAAADBBDCCBCDDBBCDAABDADCDDABBADDDBADAACDBBDDCDCCCDACDDDDBCBABCDBBCABADDBBDBDACCDCCCDDCABBBACAABADBABBCBCABBDDCAACDBCAABDAACCCDCDBABAA"
"108","CBDDBBADDDACBBBBDADABABCCBDCDCACCAADDDDBCAACCAAABBCCCBBCBABBCABBCBBDADAABBCBDBACCACBCABCDBBDBBBACDDADABCDAACCACDDADABCADAACABDDACBBBACDDCCCCBDBBBBDBDBCCCDACCAAADAAADDDBDBBDDDBCCACCBADACAABBCADBBBDDDBA"
"109","BAACDBBBDBDBDAACBBABACBBBBACDADAABABBBCACAABBDADBBCCCDCDBDBCDCCBDDBDDCDACAADDDBCCCCCDDDDCAAABABCADCBADDDCDBBCCCCCDBABAADDDBDADBBBBBBCCCDBCCDADBCACBBBACACBBBCCDBADACAADBBBDCCDABCDCDBDDCCADBADDACABBACCB"
"110","DCCCBACDCBBBAACCBBACCABAAADDAABDABCABCCDBCCDBBCBBBBCBCDACDDBDBCCBCBCACDDCDBBBACCDCACDAADADACDACAACCCCABBADCBADDCDBDADDDCBBAAABADABCCCDDBCABCDBDBADACCDDADDBDAAACDADCDDBCDCABCBBAAABDDBDABCDADDDBBDABBACA"
"111","CCBDCAABCCCDCBBCDBAACADDDDDDABADDBDBCDCBBBDADAACBBBCAADCBCDBABCABDBCBBCDBBDBCAACBDBDDBDCCCDCCADDDDCCBDCCACAACDDCBADCBBDCDBDDCBCCBCCDCABAAADBCDCBBBACADBADBADBCACBBABAABBBAADCADACDBBBCBDDDABDDAADADCCDDD"
"112","CBBCCBADACBACAAADBABCCABDDDCAACBCCDADDBBABBCCCADCACABDDCDBCACCADACDABDCACCBBDCACDDBBADADCABDADDACABCCDDADCCCCDBDBDBBBDCBCBBBDDCACBADBACCCABBBBAABBCCABABBCCAADABADDBCBCABADBDABCCCBDCCBDDACBDACDDDCCDDDD"
"113","ACDDBABABBCDCCABBBDBABABDCBBCAABBBBBDCCBBBAADDCBBBBDACBBACAAADADBBACCBAADDDCDDDBBCBDABADCCBDCDBBDABCBCCBBDABDDAAADCBACBACACDCACCCAABBBAADADCDCCABCBDBAADDBDDBCACBBBCCADBCBAACCBAACDBBDDDDCDADABABABBBADD"
"114","DDADABBCBBBAABDBDADBBBDAABCCBABCCCACDABADCCBACAABADBCDACCDBACBCAACDDABCCABABACABDDCBDAADCDDBADBAABDCCBCBBBADDDABADADBCAACACDDCDCBABCAABCCACBABCDDAABBDDBCABCDDABCDDACACBDCACBADBDDCADBBACDAAACADCCBCBABC"
"115","ABDADDBBABCBBBDBABBDDCDCDCDCAADABDDACCDCBAACCADBDDCCBCADDCBBDDAACBCBAABBBABCABABBCCBADCBDBAADCBBCACDCBCABBDBAAACCBAACBBBBDDBDDADBAACCDBBADABCDADAABACCDDBABCDADABBBBADCBBCADAAAADADBBBDBDDABCDDDCACAAABD"
"116","DDBCDCCBABBDABCBCDBBBBACBADBCCBCBADDACBCAAABDCDBBAABDACDCCBABBCDDBACBDABDDCCDDACCBDDACDBADCBBCBBAABDCBDDBDDCBDCABACBCBCAACDDACBACDABDBADCBAADABAAAAACADAAACBDCBDDABCBBBAACDBDABCBABDCAADACCCCBAADCCADDDA"
"117","ACDCADCBABADCBADAADADCDACCDBDBBABCDCADCCDADCBDBCAACBBDABBCBCADAABACAADCBDCBACBCCADABDACCDACADBDCDACCDBDDADCAAABACCBAACDDACCBACACBAABCDAAACDBDBCCDCCBDDBDCAABDBABAADBBDCBDDDDACABDDDCBCAADDAAADADACBDCAAA"
"118","DBAAABABAAADBBACCBDBCADABBCCBDBDCCCBABCDDDADCDBDBBBAACACBBCDBBADBCADBACBBBDCABACADAACCABBBADDCBCBCCBCBCBADDCCCCACCADDDDBDADADBCACDBBADDDAACDADDCCCCACACBACCCBDAAADADCACBADCADDACDCBDDAAADDAABBDBABACCBBC"
"119","AAABACDDBABCACADBACDDABACCCDCCCDDCBABDADDACABDACBAACBBCAAACCBAADBCACCBBCAADCACABDADBCCCBACCADBDABCCAADBBBBBCDDDCADDDBAADBCCABBABDDDBBDDAAABBCBACDDDDDCCDCDDAACCCBDBDAACAAADDDCABDACBCDBBBACBABBDBDAACCBB"
"120","ACCBDAACBDCDAABBBAABACBCBCBBCACBCCCCBDDCBAACADCBCBCABABACCCDBDADAAAABDBBACDADCABCDBCDBCCBACACDABDDBABDDBAADDCACCCDCAADDACDCACCCABCCCADADDCBBCBBDDACCCBCDDCBDCACCABCDBCDACDBBBDDBDCCDDCCDACDDABCCACCBBDBC"
"121","BDBDABBDBAADCCBDBDBCADABCAAACABDDDDBCCDBBBBCBBCCCDDCDBDDAACDCAAAABDDAAABDBBBBADBACDBAABCCDDCCACBCCCACBCCBDCDDDBADDCDACBDCCCCDBAACAAAABBAACDBDAACBADBAACDBCDDACBBDCDADADDCDDDCABCCCBCACDCBCCBACBDBAABCDAD"
"122","CCBACBABDBACDDDADDCDBCABACAAADAAAAABDCDDDCADCCDBCBCABDDACAACCCDBCCBAADADBBABDBCCBCDADCBCBDADADBCBDDCACAAADDBBAADADABDDBDCDDBDCADACCDADACBBBDCAABDADBCCBDBBBCCBAABABBCBBCCACAABABBBADDABBAABDCABABDBDBADB"
"123","ACDBBACCCABCAACCDBBBBCDACDCBBDDBBCDABBADBBDBAADAAAACBBDADDCABDCBADDACDCCADBDDADADCDDADADACBCABDACDBAAADDDBCDBCBCBDCDCDABCCBADAACBABCDAACACBBCDDBCBDACBCCBABADCABDCADAACBAACBAABCABAADBADDBBCCAACCADBAABD"
"124","BCBADBBCABACAAAACAACBBAABACABACBCABDADCAADDCAABDBDBBCDABCBBADDCDCACACACBABDDADBCBCDDDBDCBABCCBACBABDDABBCCBCCDDCBABDCDBBBBABDBDBBDACAABCDADCACDABCABDDCACBBCBCCBCBCBDBAAABADBBAACCBDCCCBBDDDDCAABDACDBDD"
"125","AABCBBDBDBCBAAADAACBBBCDACDBDCDCDDCDDAADDBDDBDAABBAABBDCDAABCBCAADDADABBDCBCBBABADADBDCDCABCDDBBCACBDDACAADAADDCABABCCBBCBDCDCACBAACCDBBCBDADBCBDAAABCAABCBCADACDCDABADACCADCCBCAABCDDACCCCCAADBCDCBBDCD"
"126","BDCBAABADBBCDDDDCBCBAABABCDBDCDDCDAABADCDDACDBDCABADCCAACABABABAACAADAABCDAACABCCDCDDBDBDBDBBCCCDBDADCDAADBCBBAABAACDBADCBCAABBCBBDCCCBCAACCBAADDBCDBCDAAADCBAACDBBBBABDCBBAAACAADDDBCDBDCDAABDDADAADDBD"
"127","BDBDCBCDCBCBADABDCCBDADADDCAABACCCAACAAAADCDAABAACCCABDCDCCCCCAACDDCCCCDBAACCACBACCBAAABBBDDBDBBADCBBADCBDDBBCBACCDBAAAAABBACBBBDDAABCAABBACAACCABCBDCDDADAACBBAADAAACABCDDBBAABBBBDCBDADACADABBCADDDDCC"
"128","ACABDCADACADDACAACABBACBBBCBDCBDCCBBDBBACBDBCBAADBDCCADBABABCCDDDAADABCBADABABDBDADADCCBDBAADCAADCBAACABBDABAAAAABCDCACDADBABBBCBCADBAADABBBABBBCBABCCCDBABCAABCBACCACAADACAADDABADCBCDDBADBDAAACBBCBCCA"
"129","BBCBCDABCDBACACBBAACBCBBAABCBABABCBDCADDCBBBDDCDBDCDDDBACCBBDCBCDCABBDDABCBCBBDACBCCBDAAACCACDACDABBBBDDBBDDCBCACDBDCCDCADCDBBDDDCDBBDBCABBBACCADBBDCDABDBBDCCADBABBDDDADCACABABCADCBBDCBCBCACABBBBABADC"
"130","BABBBCBDBACCCAADADBCBBCDBABAADADDADADADDCBCBCDBCCDBACCDCDDAADDCCABDADACCBBDBDDCDCBDBCDDCBCBCBAAACBDBCCDBDBDBACDACADACCABBBBDBBBABADBDCBABADAABDCBBDCAAABADDBCACCABCAADCADCDAADBDCBBACCDCCDDAABCCBCCBDDCC"
"131","ACCCCBDBABCDCDCADDBCBCAADCAAABDBDADDCCCDBBCDBCBBDBBACDABACCADBDACCDBACCDABDADAADCDBABBCBDCCDCABABAABADBABDCDBCBAACDCDCBACABDCAAAAACACACCDBACBDCCABCCCBABCBBADCDADABDDDACABACBDCDCBCAACBBBAADDCCDDBAADBDA"
"132","ABADDDDDBABCCCABAADADBBAACACDBAABDADCCDDCCBAADCDAABABBACACCBCADACDBACAABBDAACDAABACDABABBCAACBDABABDACADAABBBCCAAAADBDBACCBCDDBAAACBDDDACBDACCABAACCBBDAAACABBDCAACCADCBDBCBBBBBDBBBCDDBBCCBCCDDDDDBACCA"
"133","AADAACACDBDCBDABCCCAACCCCDAABCADACDDCCACDCDDCBDCAAADDBACDDBCACBDDDBDCDCABDBDCBDDBDDCBBDDCACDACBACDABBDBCDACDCBADBCBCBCBCDACACDACCDCCBCBCBCBABABABDCACABAACCDCDACDABDDDBABCCBCCCABCBBBDBBDDBCDAABDABBDBBA"
"134","BDCCDABCDDCDDDBBDBAADAADBDACCBDCBCBABABBBCDBCBDBACBBCCCBDADABAAADCDCDCAADCDCACCBCBBDDABDCBDABDABAABDDBBADDDBBCDDCDDCCCAADCBACDBDACACDDCCDBBBCAADCDCBAADABADDABBDAACDBCADCCBDBADBBBACCCBDDDCBCCBCBCBDDBCC"
"135","CBAABABABBCBACBAAADDCDCDDABCBDBBBCBDBDCAABCAABDABADCCDBAACDDABADDACCAABDABCACCACDBBBDCDCADDADDADCCDDBBACADCDCDCDACBDBCBCADDCDACABACDCABDADBACDDDBCBCCABABCAADDBACDADCABBCDCADDCAAACBACDDDBBACBBCDCDCDCDB"
"136","BBDBCDACADDCDAABDCAAADBCCCAADAADBDACBBDCADABDCCDCCCDCCBCADBADACACBBDABAADCCCBCDACCBCCDAACAADCDACDCBABBCBDACDADCBAADDAAAACABDACBCDACDCCADCCCCBCDACCDBDACACABDCBCCDAABCCCBDDBAADBADABCACCCABDADCDBBDDDCCBB"
"137","BADADCACDDABABACBDDCDACCACCDCBACACBBBACACDCACBBDADBDCDDCCDCDAABBDDADACBCDABDBAACAACACACDBDAAABCADABBDABCDCBBBDDACABDDBACDCCADACBBBADCBDDBDABADCACCCCBAADBBDDCBDABABDDABCBCDDCAAACDDBBCDCBCCDAAADDCBAACDB"
"138","CCCABDBABABCBCCBACABCACABCBBDCADCBDBAACBBCBACCDAAABDABDCCADDADABBAAADCABBBDABAAADCCACDDDADCDABDCABABCABCCBDDBABBCDCDCCBCBABBBBCABCCDAABDBCCBDAADBDAABAAAADABBBDCBACBBABCCBDACADCDDCDCCDCBDDADDDBBCACACCB"
"139","ACBDBDBDDACDDDACCDCCDADDDBBCCAABDCDCCAAACCAACDBDDACDCCDBBCACACDBACCDCDDADBABABBBDBDDCBDABBACADDDCACDBDBCCCCCBBBDDABCAABABBABCBDCDACADBDAABDCBCADAACBBCADDCAADDDCABBBDDBBDBBBABCCBCDCCBABCBBABADDBBDDACCA"
"140","DBDADDCAADCDABDDCAACCDBDBACDBADDCDAAABABCCBABCABDBBCCDBDDACDADBAAABCCDDBCCDDCDAABDBAAACABDDBDCCBBDCBCCBBCBDADABDDADCBACDDDAADAABDADABCCBBCDBBDAAACBDDDBABACCCADDCDDDDBDDACBABCADBDDADBCBDDCBDDCDDDBDDCAC"
"141","ADDDBBBACBDBCBADBCCBCCBAABCDABDDBCBDAADBCCABDBCCCCCDCDBBCCDBCCBDCADDCCBCDCAAAABCDACACACCDADABADDBDCADABADADABDACCBAACBBDBBAADABCAACCCACDCDBADABAAADCBBDAACAACADDAADCAADCAACDABCCBCCCBADBDBDABCBABCDADBBB"
"142","CAAAAADBDDCCDBBCCACCDBAADDAADDADDBACBAADACAABADBDABAACCADDABAABBCDBBACBACAAADCCDBCDACBAACDADCACCCDBCADBBAABCDCAADCCABBCCCDABBDDBADCADBBADAAADACBDDBBAADABBCADABABDABBAADCAACCBDDBDDCBBDDCCBCACCACACABBAD"
"143","DACBCBABBCAAACDADDAABACDDCBBBAABCDABDAADBCABCBDAAABAAACADBDABBBBAACCACBBBCAABBCCAADDBDADBACABBBBBAAADAADBDCABCDBCCDBDACACBBBBCDBCDDACCCCADBBBAAACAACCBBABBDAADDDBDCABCCCBACCDDACBADACABBCCBABCAAAADBDCBD"
"144","ACBCCBABDCDDDCBCCABADADCAAADDDCCBAACCBACCACBDBACBCCDCDDCCBDACAAACDBAAADCACCACCACDAABBBBAABBDDADABADBBADDBDACCBBACAACABBBBCBAAAADABAACAADBCAAACCAACBCDDABDBDAAABCDACCDBCDBDBCDAACCCACDCADAACBCCBBDBDBBBDD"
"145","DAAAADABABDAADDAADACADAACDBCBDCAADDCADABCBBBCACCADCCABCCCBACCDABACBDDACCCBAAADDCCBCCABBBADCDABBDACCBBBCBDCBBCBBBCACABAAADBDACDBBAABCCCBABBDBDCBDBBABACBACCABDDCADAACDADDBAABABCCDABAABCCBDBDACBDBCACBCBC"
"146","BDAAABAABBAABCDCCCACAAAACCAACBBDACCACDCCCDCCBABBCDDDAABDDADDBBBABCBBCDCDCDADDBDABACBDADCDDAAAAABDDABAAABBDBAADDABABDCABDACCDBCDABDBDBACDCADBCACBDAABABABCBDBBBDDDAADBBCBDDCCAABCCDCCCDADBACCACCAADABDBAA"
"147","DDDDDDBBDBCBBAABADCCCDCCACCBABCCADCCDBBCDBCDCBDCBABCACDDCCBBDCCDBDBADABBCCBBABACBACBACBABBBCDABACDBDACDCBDDCABCDDBCACDCDDACBACDACDDCDBCDBDAADDCCBDBDAAABBACABBCDDADBDACDBDCADDBCACDBBDDBADCDDDDACDCACBAB"
"148","ABDABACDDBDCDBACDABACADBABCBCABDADACABBACAAACCADBACBDDCCDDBBDBCACCBDDDBCDBDCDAADCCDCDDABCDACADDAABACDDADAADCAAACBBCBADDCDADCBBDAACADACDBCADABACDADBDACBACCCDCBCBDACBAABDBACCDCBBDDDABADDDDADDADBBBACCADC"
"149","DBCDCDDBDAAAADCDDCCADABBBBDBACDCBADAAAAADACADADDDDADCCAABACDDAAAAABBDBDBBAADCCDBCCCADBDCDBCADCDACCCCDAADADACABCBABBDCBADCBABBABBCCADAAADCCADDBACACDDBBDCDBDDCACDCCBCADBDADBCDCADDDDACACCBABBBCBAABACCACA"
"150","ACDCADBABDBDADCADBDDCAAAAADCBABCCCAACAABBCCADADACBDDDDCDAACAACBAADDACCACCAACDADDCCDDACCBCCABCADBABDCBBAABCACADACDABBDCBCDCCBCBCCCAADBDABCCBDBCBBABDADDACCCDADBDDACADCCCAAACACBBCBABCDABDBCCABCBBBADAADCC"
"151","ABAAACACBBDACBBCCACACDDDDCDCADADBCDCBBCBACADAAABCBDADACCAABCBCABCBDACDBDBDCAAACCBACBCCAAADADDDCBDDDBCADCBCCACDCDDACCDBAABDBDBDDDCDBCAAADABBBAABAAACDDABBDDBADABAABDDDBBACBBBCBBAABACADCBADBBAABCDBADCDBD"
"152","BBDABBDABBBCABBBDCACDAADDBCAACAABBDDDCBCCCDBABAABAAACCCABACACBADACDDABDCADADADBAAABCCBACCDBACDABAACDABBAAABBCADBCBBBCBBACBBADBCCBDCBDCDCDBBCCADCDCCADBDDBBCCDABCCDCBDDCCAAADBBCCBCBADDCCCCADCBBAADBCABCA"
"153","BACADACCCCCADDADACBDBDBBDBAAABABCDDCBABABBCAADADCACCDDADCDBDCAABCDAAABCADCDCDCCAABCDDBABADDBCDCDDDACDBBCDCBCDADAAADAABCADACCCADDBACCCCCCAADAADCCDABAABDCBBDBDABDDCCBAAAADBADDBABAAABDDAABDCDAADABCDDDDDB"
"154","BDCACACADCDCACDACCDACCDBDBBABDCBAACADADABDBBCDBADCCCBCBBCBCBBCDCBCBDADBADBDCDADDABABCCBDACBABACBACBABCBBDBDDBCBDDDCCAAACABCDCDBCADCBBBBCBCBBCCADACDACCADBDAAACDCACBADBDDADADDCBBBBBABDCCDBCDCBDABDBDCABA"
"155","CBADBCBDDABCCDBDADACCBAABCBACDDDAABBBCBBCCACAACCABBABDDCCDCDCCABBAABABBBCACDBAAACBBBACBBCCACADBDCDAAACABBACDBDBCBAADDDBADDBDBAABDBACCDACDDCAABBABCDCBADBABDCCDDABCBBBDABBDBBDCDADBDBADDADCDDBDABBABAABCC"
"156","BADCBBBACBACADCACCDADCCBACABBBCACBCBBADADBDCBAAACBCBBDACCBADDADCABAACCDACABCADBADCDDCCBCCCBADCCCABBCBBAACADBBAABABCAACAABDACDBCBABBDCDBCDACBAAAADDADBDBAABCDAADACBBCAABBACCCBDCBBDACBCCACBABDBACBCDADDCB"
"157","DDDACCACCCDCCAADCBAADCCDDDDCBDBDDDCBBCDBCCBBAABBCDADACCBCACBDBCDBDCCDACCBBCCBACABDDDCCBBBBDCDDBADDCACAABDBBBBDCCBDDCCCABDBDDBAADCAACBCDBCCCDDBDCDBBDBCACCABCDADACCDDACABBCCBACCABAAACBCABAABABBCDBCAAACD"
"158","BDADDCDBCDBCAADACDACBCACCDDCDCAACBABDCDDDACCADCAABCCCBACDDAAAAAABCACBBCDDCCACBCDBBDAADACADDDCDDBBBACAAADBAABACAADCCADAABCBCABBDDDDACCDDCCCDBAADBCCBDBBDBACCDABCCACADBADAADDAABAADDADDCCBABACDDCBBADACDBC"
"159","DABDACBBDBBBABCCCCACDACBACBADCCCACCAAACCDAAADACBDCACBAACBABDCCBACBDAAACBABCDDACACCCBDCCBCCDCDACDADDBCCBDCCDCDABBACADABBBCCCBDCADADDCCCDDDCBACADDDDDBCACDADDCABCACBBCBADCBADAABCDCBBDBADBCBDADBBCABCABCAB"
"160","CCCABDCBCCABCBAAADBCCACACDDCBDDDCAAADABACBDCACBCCACDABDCBABBBBCACBCDCBBCAABCBBAACBBCCADBCADABABBBCDBDACAADCDADCBDDAADDDCDBDBDBABCCBDCDDDCBCBBDDCBDBCBDDBCCDDBABABCACAADDBDAADCCCAADCBBABACBBCCCCBCDABDBA"
"161","CBABCDDCBCACCCCDCCBCDCDBADCBBBCBBACDCABBCDACBABCAABCADDBDDBDABBDACBAADBBAABAADDACDCCDBCDAADCBCBABABDBBDABCCDDBBDBBCCDABDCACDCAACACACDABABADCBBCBBAACDBCDBCDBBAAADCDBCDCACADDACDAACDADCCBBCBBBAACBBCACCDC"
"162","BAADDCCCBBBADABBBBACDAACACABACBDCDDABAAAACADDAABCCBACAACBCBBAABBCCDBBDACDACAABACDAACAAACDDCBBCCBDDADACDABADDBDDCACACAAACCBBBACDBCBCABDCDACDCDAACDBDBDBADACADADCDABCCCADBABCBACADCABCCAAACDCAABBCDCDBCBAB"
"163","BCCDCDDDBCBDDCCABDDCADBABCCBCBBACBCADADADDCBCACDDBBCAABAABDADCDDCCADCAAAACADACDAADCCBBDDBACCDCACABABACDDDCADCCBAACCBDCDDBCDDCBABADCCABBBCDDBDBACBDCDAADDCBBDCADDDACDDDBADCADBDBADBCCBCBABCBDDAACBCDABDBA"
"164","DCAADCAACBCBDCDDACBCDBCBDDDABCABCDCAACABABCABABDDBBCCCBDADDABADBBBCBACDACCDAABBDDDBABDCDABDABBBDBAAADBDDACCBACCACDBDCDCCBCAABADBBCABDCDDABCDACBADDBBABBADBDBAACADCACDCAADAADDABADABABCBAADABCBBCDDCBAACB"
"165","ABCCDABCCDDACDDBAACDCDBACBACCCAACDDBABDCACACBDDABCDDCCCAADDBBAACCDBBCCCBCBDBBABCDBDDBBDAAAACCDCDDDABCDDACABCDDACACDDCDCDCCDADABABDBDBCDAADBAADAAAADCCDDDCBCABDADCCBDCBABABBBDDBDBABADBBBDBAABABCDBDBDABD"
"166","BBBAABDCDCBAABBDDACACACCBACDDCBCAAACAADACCCADBBCCAAACACBDDACABAABAADABDAADDCBDBABDDDBDDCDBBCADACCDCAABABBAACACDDBCDDBDACCBABDACBADBADCBCDDCDBACBBBCCCBDADDDCDABDDDDAACBCDBDBACBBBABDBACAADDDADACDDDBCAAB"
